ID,comment,stars,label
VE-SHANGLI,6k多中奖了,1,1
jd_137555qrk,用了一个月不到麦克风突然说不了话了 想维修还特麻烦,1,1
j***d,此手机在关闭屏幕自动调节后，还是会自动降低屏幕亮度,1,1
j***5,日常3G网,1,1
b***y,轻微发绿，续航尿崩屏幕音效：发绿待机时间：尿崩,1,1
偶尔尾款人,开机logo图标闪,1,1
重庆周杰伦_,用了一个月今天突然就没声音了 我裂开 不能正常打电话,1,1
三弟崛起,充电头还要单买。有点欺负人了。退货,1,1
j***9,待机时间：10把王者,1,1
h***8,换汤不换药，普通到苹果4一样，如果不是因为软件，肯定不会买。xr 足以所有功能,1,1
z***4,没适配器，说明书都没有，把苹果手机原配件哪去了？，光一个线头有什么用？,1,1
Cicimystery,刚买的12拍视频发送到其他手机打不开或者绿屏，手机型号分别为x和xr。客服跟我扯我手机有问题，我手机有问题我自己修。别人给我发视频我咋能打开？,1,1
中原0113,缝隙可以塞纸，我有点接受不了。两台都是这样的?,1,1
雨木小霖,被女朋友一哭二闹三上吊强迫买的，花光了积蓄，所以给个1星评价吧。,1,1
鄧阿大丶,给朋友买的，反馈 打字卡顿,1,1
jd_159802qry,购入时间与保修期限不符，翻新机。我是3月7号买的，官网查询保修期限到6月份？,1,1
天***海,到时不超过10小时屏幕就绿了 耳机也是左耳有滋滋声新货就这样？,1,1
jd490470,拍照效果：前置摄像头拍出来的照片歪的，也容易发热,1,1
s***l,升套餐都不行，流量跟通话时间少。说是说有800分钟，一部分是国际长途。用不上。,1,1
jd_122617450,只配了一条数据线和手机，还要自己另外买充电头和耳机，,1,1
j***R,外形外观：买来十来天换手机壳的时候看到背面有划痕，问了客服居然不保，大家买的时候都注意了啊,1,1
李***完,不知道是手机原因还是怎么地，反正买的钢化膜贴上去有气泡 怎么都有气泡,1,1
jd_187217ptx,每次打开消息的时候，界面上有两条横线在闪。已经退回售后了，售后说已经进行了软件升级，再次寄回来还是这样，问题没有解决。,1,1
jd_137165ayn,手机首次使用，充电时有电流滋滋声音，要求7天无理由退货，不安排退货。,1,1
云思之君,一充电就无限重启，上午买，下午就这样，本来感觉还很好的,1,1
jd_180434klx,我购买手机壳了，可并没有给我发货，而且新手机里面连一个保护措施都没有，裸机带盒就发来了，服务真差,1,1
j***7,送了好几天才送到，我说不要了退货 立马就送了 中间还拒绝退货好多次,1,1
jd_173847het,买来一个月不到、充电就冲不进去了！苹果越做越差了？,1,1
QotcldjxzCuk,用了一个礼拜，间歇性的蓝屏，什么鬼？,1,1
j***7,手机外表有瑕疵。客服只给了2000个京豆补偿。退换货都得重新再等。,1,1
p***1,买回来没几天扬声器就出现问题，申请换货居然给我来个维修中,1,1
a***e,我感觉我当倒霉蛋了，26号到，保修是24号开始。,1,1
j***d,差評，手機有問題，用著就變綠屏，想買的話考慮考慮&hellip;&hellip;,1,1
j***d,一般般吧，感觉也没啥，又贵配件又少还得自己买配件,1,1
jd_151804lyi,拆开才发现耳机跟充电器头都没有，不推荐购买，买来问客服，发消息半个小时才回，,1,1
彡东哥彡,开5g手机发烫很厉害 耗电也非常快,1,1
x***n,新机外框就有划痕，装卡针的地方明显使用过的痕迹。,1,1
1***6,我的发票呢？,1,1
jd_堕落→土匪,1分是给客服的,1,1
xiaogeng1999,手机有重影,1,1
1***大,为什么我的苹果信号这么差，连续几天连不上网络。,1,1
jd_爱笑的女孩,没有充电器头,1,1
子后花园,你们的12烫手么,1,1
jd_158824sio,问题多,1,1
jd_132656sye,信号不好,1,1
j***9,12系统版本14.3，每次开机都是苹果标闪一下，黑屏一会然后开机,1,1
叫***怡,启用5G发热，,1,1
这个杀手好可爱,本来满心欢喜，耗电太快，瞬间就不喜欢了。,1,1
j***s,手机后台没有运行，也没充电，玩游戏都发热，游戏感差,1,1
j***5,为啥我打王者掉帧？,1,1
d***2,为啥有拆过包装痕迹？？,1,1
小薛和你拼啦,外形外观：等了7天，打开好像被拆开过了一样，已经换新,1,1
j***S,网络不好,1,1
jd_黑色风衣,打字会卡机,1,1
剑雨言蹊,大家千万不要买京东的苹果，要买就去苹果官方。我买来屏幕右侧就有缝隙就有小纸片，拿去售后还是没修理好，想退又不给退，服务也不好。,1,1
jd_152039hww,屏幕音效：黑色壁纸，重启绿屏，大家都试试吧，,1,1
学不会lost,请注意锁屏键跟音量键的区别 我的锁屏键存在一些问题 正在售后协商换机,1,1
战神先锋,手机有被拆过的痕迹，开票没有按照实际金额开。,1,1
j***V,输入正确解锁密码没反应，解不开锁，什么破手机，差差差,1,1
jd_嘟嘟B,电话死机关机数次，通话没有声音。怎么京东的东西质量这么差，已经要求退换货,1,1
YAclown,为什么检测报告没有问题，显示状态又是维修中，我怀疑你们是不是搞我,1,1
知野a,真的不好信号一般 如果非要买苹果12建议去其他家看看 别人家有200元优惠券还有赠品 他家是真的贵,1,1
j***k,刚买回几天手机，不是静音 就是像卡了一样 一直响,1,1
刘大伟921126,买手机不给充电器，一次性的吗？,1,1
j***e,刚刚手机卡主，然后自动关机，自动重启，搞笑的吧？,1,1
人生漫步者9264,外形外观：收到货拆封后，看到屏幕有3处划痕，然后客服说在没有激活的情况下可以退，联系还是上实体店购买！屏幕音效：差差差,1,1
jd_185130kol,手机不好用，网络不稳定，视频卡，商家承诺的东西都没有，还有，售后找不到人，推来推去,1,1
月***人,好家伙，新品直接有磕损，我先激活了没注意，算我倒霉，以后还是实体店买手机吧,1,1
z文h99,为什么我买的手机是提前激活一天的，激活过的手机为什么还要拿出来卖,1,1
小狼狗0505,收到货包装盒上面京东的标签是被撕开过的，,1,1
权淫淫,外形外观：这个图很明显吧屏幕音效：不清晰待机时间：会出现闪屏,1,1
秤_子,有小瑕疵，边框有个小坑。已经激活了，只有认了。,1,1
J阿吉,没有充电器，跟买房子没有门，买车没有轮子有什么区别,1,1
j***f,手机到了经常连不上网，有卡顿等现象，怀疑不是正版的,1,1
j***d,这盒子上面为啥有黑色的东西，是不是别人退回来的，我也是吐了,1,1
j***9,手机还可以，但是但是但是下单时说的有充电头，发货时就说以具体收货为准。,1,1
j***4,np，刚买完降价300,1,1
吾***凤,屏幕音效：喇叭有瑕疵！！！！！,1,1
ybg999999,我去买个手机后，不能充电！还需要买个充电头，霸王条款！,1,1
jd_157679lrg,不喜欢 问可以退货不 说拆封不给退 差差差差,1,1
jd-525-,没有我的6s好用,1,1
q***1,外屏容易碎,1,1
j***d,经常掉线，断网,1,1
j***4,屏幕边框就像索马里海沟一样深 A 四纸都能插进去,1,1
j***h,左侧好烫,1,1
仓库很空旷,这手机买了有点后悔还不如我的8p,1,1
小马乖乖0108,运行速度：卡机,1,1
k***n,机都开不了，换货还要等半个月出结果，退款又不让，真的是吐??,1,1
巷子里的m,待机时间：11个小时差不多就没电了，而且充电还慢。半个小时充了30%,1,1
新手20180302,还不如买11，至少国内国外都能用，12只支持国内的，劝各位需要到国外的，不要买A2404,1,1
jd187987qni,绿毛龟,1,1
jd_188461gfr,手机有bug一旦消息一直响后 震动就一直不停,1,1
Fatherzoo,传输完数据，就变成这样了，不能关机，不能解锁。咋办？,1,1
j***j,拍照效果：黄色，显得非常的黄屏幕音效：声音不自然，喇叭混音,1,1
吕爱连,电话可以打出，但是别人想要打进来就要靠运气了。,1,1
j***b,玩王者都卡屏。辣鸡。王者出来还卡屏,1,1
j***4,感覺反應有點慢！就是視頻打過來，半天不知道誰給打過來的！,1,1
妞***恒,为什么我充电，摄像头那个部位漏电,1,1
jd_176316vxf,打开之后就发现边框掉漆，这品控我也是醉了,1,1
jd_5a289ed2e1a73,刚买了20天，前置摄像头就没有反应！！！重启也没我有任何效果，还要去苹果售后维修去检测&hellip;&hellip;,1,1
亲娃先生,用了很多年京东，其实挺好的，但是我要售后退货的时候，客服强制关闭订单，的确佩服。这是下的最后一单了，再见京东！,1,1
鐘導,网络信号真差啊，还不如8P，可以退货吗？,1,1
j***3,我不知道谁能给我处理一下这个问题,1,1
jd_152569zxi,我怀疑是不是翻新机，买回来才几天，就死机不能用了，还得强制重启,1,1
晴少888,有时候打字的时候会很卡。不知道你们有没有出现这样是事情。,1,1
刁***7,用了三天打游戏老是卡，不如我的苹果8用了三年多打游戏没卡过,1,1
旧时光南城,我听个歌竟然会卡住，输个锁屏密码断触，真有你的。?,1,1
不封不疯布冯,买来手机莫名震动发回去说不是质量问题还能怎么样呢祈祷不会再发生吧,1,1
jd_147894kci,手机买来原装快充线直接就是坏的，更换还要15到20天，一个充电线还要检测10多天？,1,1
j***l,绿屏，客服是不是质量问题。大家要买去苹果官网，起码还能直接退。,1,1
j***4,用了几天，才发现屏幕左上角反应不灵敏，六七千买的只能凑合着用,1,1
呸差,其他特色：想都没开想贴个膜发现屏幕有点漏光，售后还慢得不得了,1,1
广州采虹小梁,屏幕音效：屏幕经常性变暗，过几分钟后又恢复，跟亮度调节没有关系,1,1
rOzjngqmSVRm,2月20买的，用了十几天电池健康就掉了百分之一，咱也不知道咋回事，请问这是咋回事？,1,1
黎少的剑,一个星期就出现蓝屏，别人打电话过来没声音的，,1,1
B***一,信号差、耗电快、发烫，整体体验差不建议购买。,1,1
-***_,边框可以插纸,1,1
jd_177119wvx,保值换新退了一半，另一半答应退，但是10月份买的退款登记到现在12月了还是没退，手机怎么样不说，说好的15天内退，毫无信用！,1,1
j***1,机身发热。,1,1
jd_138sunnyxyl,屏幕发绿,1,1
快到这-里来,苹果果然是大企业，售后很牛批，很牛批，不是我等凡人所能染指的，狠,1,1
jd_158316qdd,其他特色：12-18号从京东旗舰店购买iphone12 128白色价格6799. 发票为增值税专用票。12-19号万达逛街去实体店售价6599.同型号同款同色，同样开增值税发票。温馨提示购买前先到实体店询价,1,1
可我似乎做不到,屏幕有划痕。这么大一块？是给谁用啊？？？,1,1
jd_176879xjb,才用几天手机就充多少个小时都充不到百分之百，按键自己退出,1,1
jd_湿弟☆,屏幕音效：屏幕就是乐色 没有一千多的魅族好 显示灰色图片有杠 还不给退 换也麻烦 淦,1,1
jd_187116acl,连上无线网没有网，问客服问题也不回答，京东也不过如此不会有第二次了。,1,1
**马云猫,外形外观：装配有缝隙屏幕音效：不细腻拍照效果：一般运行速度：一般待机时间：一般,1,1
j***b,质量有问题还不退货，客服态度还那么差，拍给他视频自己承认是质量问题，寄过去之后又说没有问题，***，明明有问题还不给我退货,1,1
相当难瘦a,买了手机第五天，出现黑屏死机情况，3到4分钟恢复正常，啥破玩意！,1,1
寒妹妹旳鑫哥哥-,电池不禁用 锁屏慢 买的时候什么都没有 手机壳和屏膜都没有,1,1
UKIQYHCmnAIk,不满意，明明看的是分期免息结果还款看的时候产生1600多利息,1,1
j***4,天 耗电太快了 比我用了两年多的华为耗的都快?????,1,1
j***k,用了不到一个月，手机出现黑屏，客服就是机械性的回答&hellip;&hellip;,1,1
jd_139711pup,苹果12的像素看起来比我用了4年的7P还差，不知道是什么原理，难道我买的是组装的？,1,1
j***c,去**天猫买吧，拆了封不激活都是不可以退换的。大家最好拿到盒子别拆哈，不然就霸王条约了。**天猫都是可以退换的，大家可以去看看,1,1
慢慢慢Zzz,购机刚过了十五天手机听筒就坏了，还不能换机。去售后只能返厂,1,1
晓***8,刚收到新机有滑痕，不知道是否心里，客服审核告诉已经激活不能退换，心里有点膈应,1,1
C***6,吃鸡 王者荣耀 **视频 不是满屏 没有充电头,1,1
j***b,屏幕音效：屏幕打开备忘录时竟然会闪蓝屏！！！这是什么情况！！！？？？,1,1
邹涌志,手机有问题 店员一个劲儿的推脱 手机外放始终有问题,1,1
jd_9632302,运行速度：打个王者荣耀都卡屏！！！待机时间：打十把王者荣耀等待关机！！！,1,1
jd_183779pje,拍照效果：后摄像头有黑影，跟进水过后一样，有个印子，真烂的可以,1,1
小明同学nuo,电池不给力,1,1
木木cium,屏幕音效：白光发黄、黑光发绿，申请退换也没有用，膈应人呢,1,1
j***3,其他特色：用了不到两周，不知道是什么情况，感到十分无助,1,1
jd_184383bnr,手机不怎好刚用了一个月不到声音系统就出了毛病打电话听不见放音乐也没声音,1,1
J***7,翻车了，无线和4G经常断流,1,1
混口饭吃8,差,1,1
小饼干QAQ丶,呵呵 别买手机送女友 尤其是跟我一样分12期的,1,1
百***市,待机时间：一句话，电池电量不够用，充满电，用不了几个小时,1,1
钟咩咩,屏幕泛绿,1,1
泡芙和蛋挞3102,商品有质量问题，处理问题拖拖拉拉，解决不好问题，让顾客错过了退换货时间,1,1
英***9,一打电话几秒钟就没有信号挂断，我这也没有售过的点,1,1
万剑走江湖,为什么说送的充电头充电线充电宝没有送呢,1,1
梁***_,很伤心，听筒次啦次啦，换货中，不知道会不会很快解决,1,1
j***f,扬声器有问题。出现播放声音断断续续。,1,1
玩玩自由,手机系统跟软件不兼容，时长下载输入ID密码后出现黑屏，质量有问题,1,1
jd_137911kmk,emm买回来没几天，无线充电就充不上了，问客服就让我去线下唉,1,1
淇***1,不知是操作问题还是机器问题，激活后装上电话卡无服务，换了几个卡都不行。已经申请换货了,1,1
中山小柯南,寄来的手机盒没有热缩膜包装的，跟以前的苹果手机盒子的包装都不一样，只有京东自己的贴纸，京东的贴纸起来后，盒子是直接可以拿出来的，苹果都没有自己的包装，感觉不是原装的,1,1
j***R,经常突然没信号！！！！！！,1,1
j***u,买过了两天就黑屏，客服还说不能退货，说我撤了包装。难到我买来是为了退货，不撤包装放两天不用？,1,1
许家豪,充电器用了不到2个月就坏了，说是给修理，自己花钱跟买一个差不多价格了。,1,1
j***V,刚买的手机不知道怎么按了没反应，客服也不解决，叫我去找售后，别人的时间就不是时间了,1,1
jd_133601qza,质量不好发热冬天可以不用买暖手袋了,1,1
jd_180081tod,信号一直都是两格，没有满格过！,1,1
中***孩,手机刚买一个月左右。就出现了app卡顿，还有手机没信号。这是真的在闹？,1,1
笑成一道闪电,7000的手机了屏幕还这样。京东又不支持7天无理由。,1,1
j***d,这电池真的不耐用啊！建议玩游戏的千万不要考虑,1,1
jd_588897a4853b6,正常使用到现在，电源键没有手感了&hellip;&hellip;好难受，维修周期又要那么久！苹果品质这么差？,1,1
原***蛋,开5g真耗电，还发烫,1,1
jd_186118hev,刚买了几天看视频声音卡壳准备联系客服退货 自己得7p事因为骑摩托车摄像头震坏了 12体验效果特差,1,1
马钰泰,当时买的时候，显示有四个月苹果音乐会员，买到手莫名其妙没有了，,1,1
m***g,上官网买吧！可以退，京东现在连质量问题都不能退,1,1
先***意,这个就完事,1,1
7***8,充电器都没有,1,1
jd_137293bae,给之后需要购买的小伙伴提醒一下，客服说了之后发出的机子，屏幕都会出现发黄现象，请留意。,1,1
j***r,用了几天 真的感觉不怎么样 卡屏是经常的事情,1,1
福--仔,什么都好，唯独不配充电头和耳机不好,1,1
j***6,外形外观：外观好看运行速度：散热太烂发热严重待机时间：电池不够,1,1
六***书,还行，现在苹果12不支持volte通话，要是有这需求的先别买，我己经当白老鼠了,1,1
j***4,这是死机了吧 第二天 能不能来个客服看看怎么办 人工客服没啥用,1,1
j***e,手机到手一个月都没有喇叭就有问题，发出去的语音好像信号不好一样吵死人，手机没有摔过碰过。,1,1
jd_554434134,信号不好，退回检测把我手机后玻璃刮花，刚化膜也撕掉了。,1,1
j***4,没充电头，没耳机，还是配送快充数据线。强逼单独买配件,1,1
爱_就在一瞬间,外形外观：正面背面在贴膜发现均有磕伤划痕，体验差。,1,1
海香阁Alice,不知道为啥这个手机屏幕在打游戏的时候灵敏度还没有以前的7灵敏度好！心理有点点不是很好！！！,1,1
寻宇110,买的耳机套装（AirPods2的那款），一周不到耳机套装就坏了，请大家慎入,1,1
j***f,手机真的不好。音响有问题，反映有问题。,1,1
z***0,购买自使用不到20天今天解屏发现屏幕顶端出现蓝色横条闪烁时间大概在2秒左右打开屏幕后消失联系客服售后发现手机降价了?,1,1
973213227,后置摄像头有一圈白色污渍一样的东西，我看网上好多人都说有这个问题，建议各位拆封前仔细检查,1,1
家用采购号,充电发热 打个游戏发热 不知道是不是正常的,1,1
一团火-为啥占我名,不喜欢这苹果，！！！！！！！！！,1,1
jd_158959ajg,苹果手机是越来越不能买了。一个裸机，其他什么都不带，充电器没有 耳机也没有。,1,1
樱桃DONG,反正我觉得我买了一个次品、维修品、吃电快、信号差、绿屏还不能退货、我直接当做教训,1,1
jd_131788vmu,触屏卡顿，打字经常点不到，滑动失灵，整体涩涩的不流畅,1,1
j***9,手机是修过的，京东服务真的差,1,1
黑***泣,玩王者荣耀是真的存在断触的情况，有时候多点触碰，碰了技能人不走路了。,1,1
j***0,收到货也后就一个手机，啥配件件都没有还得自己买充电器耳机，连手机防护套都没有，不知道是不是旧的,1,1
Edc244,很差，不要买，买回来几个月电池健康值剩86，有时候闪退，有时候卡到要退出后台,1,1
j***m,收货不到24小时就发热，卡顿，谁敢用？,1,1
j***j,买回来没几天就出现残影。 去售后态度不好解决不了问题还让我自己找官方,1,1
j***s,不知道怎么回事这款手机信号尤其差，经常都是两三格信号，信息都发不出去,1,1
j***d,屏幕音效：屏幕纯黑图片有白色荧光点。运行速度：玩游戏用流量和WIFI都会断联。,1,1
秋***2,待机时间：就正常使用半天都用不了拍照效果：还不如荣耀30呢屏幕音效：难以接受,1,1
wyxj0408,手机有问题，15天管换，刚过15天就坏，没摔过没进过水，而且还卡死了,1,1
j***4,续航续航不行，信号信号不行，玩吃鸡都卡，都不如我退役的X好用。,1,1
十***天,屏幕发黄发绿，换货不如官网方便。我到现在不知道怎么提供证明给京东把手机黄绿色屏幕的手机换掉。,1,1
jd_47e3d24af8e98,待机时间：电量下的特别快，其他特色：手机信号比原来的苹果手机信号还要差，才买手机就降价。。。,1,1
林梵i,感受一般，因为买完硬件有问题换货的，导致换货之后没敢激活，放在店里卖，自己用了店里的华为。,1,1
吴磊的大可爱,商品**。侧边掉漆 屏幕划痕。贴个钢化膜老是有气泡。***,1,1
j***h,老是断网，动不动就没有网络。,1,1
不***y,用了几天喇叭就坏了?,1,1
j***b,拿到手机的第二天 声音系统就出毛病了 ？？？,1,1
j***1,屏幕多次不灵敏 手机解锁数字点不了 电话打过来发不动,1,1
j***m,以为不会出现的问题出现在了我手机上，不到一个月发现手机绿屏了?&zwj;♀?得到的结果也是送去维修检测，醉了,1,1
y***i,包装没有密封，盒子上没有用塑料膜封起来，直接就是开着的，不知是不是翻新的，第一次看到这么贵的手机竟然是没有密封，包装是打开的外形外观：没有密封包装,1,1
j***7,这次我在京东购物差品一次，京东物流速度快，客服服务差，买手机居然没有充电头，误导消费,1,1
菊花先到随后枪出如龙,用腾讯视频看了一部电影十多分钟闪退2次，打王者荣耀闪退一次！退又退不了，换又换不了，网上购物真的有风险啊！,1,1
jd_180486wed,这么多钱都花了，居然手机保护壳、保护膜、耳机、充电器啥也没有,1,1
jd136911rfx,没有充电器的头 而且插口特殊 需要单独购买 套路消费者,1,1
jd_702632,其他特色：手机线有，插头没有，用不用这么简单，基础耳机也没有了,1,1
Z***n,想退不给退,1,1
夏邑站-死鬼,不知道哪里来的声音！估计是买到了翻新机吧！12.12号买的1.8号来评价！求不被屏蔽！,1,1
jd_189593fon,这手机插了卡就是没办法进入主业面，要很多搞不懂程序，这点港板手机？,1,1
Nemoooooooooooo,东西没问题，就是爱回收说好的700补贴没给，千万不要相信爱回收，我只是图方便.,1,1
X***I,使用的第一天出现绿屏，申请退货了，联系我说要先寄回检测，没问题会原路返回，说绿屏退不了货的，让等待系统更新.哎,1,1
j***0,买的苹果12。刚拆包就有划痕。手机是好用的。 联系客服。客服说找售后。 但是我已经激活了才发现问题的 所以也就没放在心上。,1,1
曦***1,第二次充电，每次充到98%就没反应了,1,1
CreatingNewSky,一共买了两台，给老婆买那台被爱回收找借口扣款不爽中，至于为什么还是交易了只能说答应老婆换机了难道我还说先不换了再等等吗？,1,1
jd_138542ppd,拿来后晃动手机有明显声响，应该是锁屏键晃动，客服不给更换，以后果断天猫旗舰买。,1,1
jd150611dml,信号差 信号差 信号差,1,1
jd_159863tguj,5G用电超快，而且还容易发烫，真心觉得这个价不值得,1,1
她城遇她,手机挺好的 就是不能发短信 告诉的解决办法都不行 直接就让维修 买了不到一星期 挺不错的,1,1
李梦岐666,同事隔两天买了?12密码解锁没有钥匙为什么我这个有延时？还有他的充电戴手机壳没有发热，我这个也什么把手机壳去掉充电还是发热？？？,1,1
****阿,快递还算快，就是手机垃圾，手机容易发热，电池不耐用,1,1
l***4,确定这是新手机？背面有胶 正面屏幕有划痕 京东卖的都是瑕疵品吗？,1,1
赵***2,外形外观：有一点细微划痕运行速度：完美屏幕音效：好待机时间：未知拍照效果：可以,1,1
h***7,收到入网信号差，才2格，申请退货不给。不拆封怎么知道行不行，拆封后竟不支持7天无理由。,1,1
小白不白wzb,用了一周，经常性副卡无信号，电话打不进来！,1,1
jd_137179tqif,买来第一天 凳子上掉下来摔了俩痕迹 这12跟我之前的6sp结实程度差远了 客观评价,1,1
iI231,质量有问题，内屏有绿色划痕，客服服务态度差，不能更换只能维修，售后也只是维修，谁买谁中招,1,1
J***3,外形外观：新机！竟然有外观瑕疵！！！明显的凹缺口！！！这也能通过QC出货？？？还有没有诚信！！！,1,1
j***8,屏幕放大了，动都动不了了，锁也解不了。我要申请退手机，换个新机。,1,1
d***3,才用两天就出现软件闪退，一问客服就是要拿去售后检查，啥原因也不说，玩游戏还贼烫手,1,1
四草,对外观改回经典可以，但是出现过在信号良好区域突然断网，吃鸡那个急呀??????,1,1
放放放猫的大宝_,挺好的，直接扔快递站的，我以为好歹还会打电话要签字签收，前段时间买的华为都当面签收，感觉6k多还是蛮贵的，一直以为京东快递很好，现在看来不过这般，还好我收到了，没收到就等着赔钱多好。。。,1,1
j***O,撒大手大脚哈哈算法和卡沙发客,1,0
VTcNocXGvfNb,根据公司的技术更是多孔菌科健身房开始觉得很烦开会,1,0
jd_KkLsQZAGjOAd,高考估计可能性比较刺激哈是打击很大空间,1,0
Ac770,阿UI权威u环球网今日行情较为克勤克俭好胃口就去和,1,0
走走道疯狂了,i u体育去回味剧情快降温吧唧吧唧不到,1,0
j***2,磨破虚假只能吃几口直心快哈开会开的机会,1,0
m***4,奥维欧哦i切勿肉i回去看见我和空间去好胃口就,1,0
jd_186003msy,哦婆婆情况为加快你的卡说句话大概十点半,1,0
放学我们小卖部见,拼皮UI家啊悲伤的结果回家啊格式的,1,0
jd_℡╲_天涯不离゛,皮球我也不会发吧毕竟身边的哈,1,0
滔***仔,哦啊哦啥都啊就是快点回家啊还是低,1,0
任是人间四月,哦i啊啥都啊就是的哈就开始电话卡u合适,1,0
j***X,怕技术的哈是的悲剧啊悲伤的,1,0
j***m,皮in家这边信号差开始的,1,0
j***y,回家回到家啊哈是多久啊悲伤的嘎,1,0
j***U,抛弃为难分难解啊悲伤家的感觉啊还是打开,1,0
歙***业,皮看见啊手机丢了你看你自己喜欢吃,1,0
jd_131421dvn,皮家不对劲啊格式的话可能是的悲剧吧是的,1,0
小明同学的快递,哦家吧唧吧唧不可能就不不,1,0
j***1,开机键按需帮助虚假承诺卡是多久,1,0
荧惑-pge,皮金属那可能你看你看那开始的那,1,0
淺墨丶墨尘,皮日你看书吧佛啊就看看你的,1,0
淺微凉,阿松大家哦啊是的那是多久吧就是打扮的,1,0
guojian2,怕技术的你看那开始你的家啊点,1,0
j***3,阿萨德家回家方便就哈睡觉的考拉是的,1,0
j***7,阿视频的时间啊多久啊是的哈,1,0
jd_183941uaz,哦哦安静发酵时间打算带回家,1,0
亦念成拂,吉安是多久不见啊不是病毒啊,1,0
j***4,把v美女找你咨询加葱姜哈是的,1,0
张***0,怕我饿就退钱回去我和UI权威i额,1,0
j***2,皮就给你你看那卡是第哈的,1,0
啊朱仔,皮给你你就还还是打开速度快哈,1,0
j***W,那红安开发那开始大量啥都没拿,1,0
l***i,哦去忘记你看是第八届圣彼得堡,1,0
IZLlgmJQCPOo,你吧就是低价阿舒拉节答辩结束的,1,0
j***e,皮及附近啊就是动静啊就是低价,1,0
张富强1994,拍死但是都不啊格式毒害是的,1,0
j***A,阿平时看到奶奶说到那时的话会死的,1,0
jd_186759rvb,皮啊是第几代就是动静啊哦是多久哦,1,0
j***o,啤酒加is地hi啊就是第哈哈是的,1,0
j***9,积极啊撒大都骄傲是多久哦啊是假的,1,0
a***1,互互粉i啊减肥还是啊上帝啊的,1,0
jd_189930isn,爬爬山的可怕卡上打是的哈大海,1,0
j***6,阿视频的空啊代言人高压速度u啊哈是的,1,0
yantang780,哦啊就是动静啊哦睡觉打呼是的护肤不尬,1,0
j***f,皮防滑和苏打水到八点半,1,0
zhanghoziyuan,阿时间打算不等于v一份噶u说的话,1,0
荒唐的小草,皮湖大u深度啊u说大话速度,1,0
j***d,蹲啊开始的你看啥大事,1,0
了不起的盖世太保,破hihi啊是你的速度花胜地,1,0
dear王冬冬,哦接待上帝啊会死的还是的,1,0
j***c,立即就爱思滴贾森基德很遗憾,1,0
S***g,也仅仅是多久啊是多久啊就速度好的,1,0
Onit灬情圣,皮几哈是的话i啊还是低爱上帝,1,0
d***y,及家属冬奥上打hi是大坏蛋,1,0
m***g,皮几代就是第哈哈是的话会死的,1,0
jd_180185uyb,u哈哈i啊啥都啊是假的,1,0
jd_138169tgw,破骄傲是多久哦家啊是的那是的,1,0
jd_139972xqi,看那开始你的吧USB的,1,0
上***7,楼啊哦睡觉大家送到静安寺的哈,1,0
jd_166515phg,带是的话i啊会死都啊就哦是多久1,1,0
清here,破结局都骄傲手机都啊就送到家啊,1,0
j***c,上帝啊是哈斯哈是的哈,1,0
j***7,阿松大家哦啊就是第还是低啊是的,1,0
不***你,大手大脚哦就爱上大家哦啊就是动静,1,0
jd_176901adk,搭配上打卡上的拍摄地皮啊的,1,0
j***7,撒打算大派送平底怕是大牌,1,0
a是十二呀,大叔大会上的骄傲就是都啊,1,0
冰封_王冠,到家都骄傲啥都啊就哦低级趣味,1,0
T***7,撒都骄傲手机都啊手机都啊哦是多久,1,0
有水的空瓶,破哦带爬大事件第哈啥的,1,0
jd_181832wul,到时大家哦啊还是低啊死的还多,1,0
大奎啊-,皇帝啊会死的话i啊是大海死的话,1,0
我只是悄悄路过而已i,怕考试及格去染发挂钩,1,0
s***8,低啊深度啊u速度啊格式度噶,1,0
亻青尼,阿视频都会反复他非要去围观i恶搞,1,0
m***r,带上度过一切无法越发感受到,1,0
s***o,都啊急死的话i哈佛素福啊火速回复,1,0
呀哈哈丶123,i啊就是低价疏忽大意嘎嘎是大家说的吧,1,0
jd_132551dcu,皮哈户外过一个人分别举办v那种不想你,1,0
twQAxIPETWVy,菊花u速度爸爸是多久吧的,1,0
天***H,欧会议关于噶就是大约是故意的,1,0
j***w,皮肤换谁都不啊速度啊哈是的,1,0
牧羊犬66,皮弧度喊大家说的吧格式的,1,0
2002yangqi,皮几打算你的奶算法i合适的,1,0
天又亮了orz,哦爱你到那时的话,1,0
华仔-Kent,皮几看是还是的,1,0
guozhidongliang3,大家搜集的哈是孤独一个牙刷难道你就发吧,1,0
1***饿,发帕金斯大家说你的吧u是低谷,1,0
jd_158379uig,大都是的汗水看的那块动静,1,0
y***7,破几啊手机的那可能是第八说,1,0
金圣柱的伊一,皮还死的你看那是的,1,0
c***e,阿松大家上度过呀敢死队员噶u说的话,1,0
吖鼠,啊啥都家婚纱店工业风公寓啊是噶哈睡觉的,1,0
东***6,道私房菜你看那就是最美乡村,1,0
风儿画沙er,皮几发就是电脑打不速度,1,0
j***m,佛具红润你到静安寺记得八月,1,0
JqtpuVKFbBve,打算破洞裤i能发挥死hi啊是的,1,0
散***酱,打算看懂肌肤哈上帝啊死的,1,0
干净爱笑哇,皮弧度胡hi撒都不啊是姑姑,1,0
张晋港,皮粉那开始你的卡是假的！U&……#&……@&,1,0
小玻璃渣,哦怕你能否挂钩是第八集舍不得¥……@&@（&&¥,1,0
r***e,#（&¥*&*……！**阿都可能被逼啊就是不懂,1,0
